case_number,county,quotes
355,Queens,"""Here, the People failed to respond to the motion by the court-imposed deadline of [date redacted], and instead filed their opposition on [date redacted]."""
355,Queens,"""The People are charged with twenty-nine days of delay from [date redacted], to [date redacted]."""
355,Queens,"""Upon calculating all of the speedy trial time periods applicable to this matter, the Court finds that at least one hundred and seventeen (117) days of delay are chargeable to the People."""
356,Kings,"""The People neither attach nor make reference to the discovery documents or the documents filed with early accusatory instruments as supporting depositions connected with SSIl. Thus, since the court cannot assume documents filed for other purposes in the same proceeding are supporting depositions, SSIl is facially insufficient and invalid as to the charges of VTL $$1192(2); 1192(2-a)(a), and 509(1)."""
356,Kings,"""COC and SOR1 were invalid because the COC improperly certified VTL $$1192(2); 1192(2-a)(a); and 509(1) as facially sufficient when they were not sufficient."""
356,Kings,"""The People did not file and serve a COC. This period is includable, and the People are charged 18 days."""
356,Kings,"""The People did not file and serve a COC or SOR. This period is includable, and the People are charged 33 days."""
356,Kings,"""On [date redacted], the People filed the invalid COC and SOR1 off calendar. This did not stop the speedy trial clock."""
357,Queens,"""The People have not described any effort to obtain the EMT information before filing their COC."""
357,Queens,"""Without a showing of due diligence and reasonable inquiry, the COC filed without that information is invalid."""
357,Queens,"""The People have 'conflated the standard applicable to requests for sanctions under CPL 245.80 ~ which does involve a prejudice analysis ~ with the standard for evaluating the propriety of a certificate of compliance for purposes of determining whether the People’s statement of readiness was valid'."""
357,Queens,"""The definition of a proper COC requires all listed elements, and the presence of 'good faith' is not a substitute for due diligence, reasonable inquiry, and actual disclosure."""
357,Queens,"""The People have not demonstrated due diligence to disclose, and without any articulated special circumstance, the People were not ready for trial pursuant to CPL 245.50 (3)."""
